"Id","IsDeleted","LLC_BI__Amount_Budgeted__c","LLC_BI__Budget__c","LLC_BI__Category__c","LLC_BI__Description__c","LLC_BI__Notes__c","LLC_BI__Order__c","LLC_BI__Pending_Amount__c","LLC_BI__Percent_Budgeted__c","LLC_BI__Percent_Disbursed__c","LLC_BI__Percent_Remaining_Disbursement__c","LLC_BI__Percent_of_Budget__c","LLC_BI__Remaining_Disbursement__c","LLC_BI__Template_Percent_of_Budget__c","LLC_BI__Total_Disbursed_Amount__c","LLC_BI__lookupKey__c","Name"
"a1UWD000005gDP42AM","false","0.0","a1WWD000002V38s2AC","","Storm Drain","","16.0","","","0.0","0.0","","0.0","","","a234W00000RiQztQAF","CLA-BD-0003065"
"a1UWD000005gDP52AM","false","0.0","a1WWD000002V38s2AC","","Relocate Transformer","","17.0","","","0.0","0.0","","0.0","","","a234W00000RiQzuQAF","CLA-BD-0003066"
"a1UWD000005gDP62AM","false","0.0","a1WWD000002V38s2AC","","Survey","","18.0","","","0.0","0.0","","0.0","","","a234W00000RiQzvQAF","CLA-BD-0003067"
"a1UWD000005gDP72AM","false","0.0","a1WWD000002V38s2AC","","Soils","","20.0","","","0.0","0.0","","0.0","","","a234W00000RiQzwQAF","CLA-BD-0003068"
"a1UWD000005gDP82AM","false","0.0","a1WWD000002V38s2AC","","Grade fill / cut","","21.0","","","0.0","0.0","","0.0","","","a234W00000RiQzxQAF","CLA-BD-0003069"
"a1UWD000005gDP92AM","false","0.0","a1WWD000002V38s2AC","","Site Demolition","","22.0","","","0.0","0.0","","0.0","","","a234W00000RiQzyQAF","CLA-BD-0003070"
"a1UWD000005gDPA2A2","false","0.0","a1WWD000002V38s2AC","","Retaining wall","","23.0","","","0.0","0.0","","0.0","","","a234W00000RiQzzQAF","CLA-BD-0003071"
"a1UWD000005gDPB2A2","false","0.0","a1WWD000002V38s2AC","","Trash Enclosure","","24.0","","","0.0","0.0","","0.0","","","a234W00000RiR00QAF","CLA-BD-0003072"
"a1UWD000005gDPC2A2","false","0.0","a1WWD000002V38s2AC","","Concrete slabs/curbs (do not include in building slab)","","25.0","","","0.0","0.0","","0.0","","","a234W00000RiR01QAF","CLA-BD-0003073"
"a1UWD000005gDPD2A2","false","0.0","a1WWD000002V38s2AC","","Storm Drain","","26.0","","","0.0","0.0","","0.0","","","a234W00000RiR02QAF","CLA-BD-0003074"
"a1UWD000005gDPE2A2","false","0.0","a1WWD000002V38s2AC","","Concrete Sidewalks","","27.0","","","0.0","0.0","","0.0","","","a234W00000RiR03QAF","CLA-BD-0003075"
"a1UWD000005gDPF2A2","false","0.0","a1WWD000002V38s2AC","","Concrete light bases","","28.0","","","0.0","0.0","","0.0","","","a234W00000RiR04QAF","CLA-BD-0003076"
"a1UWD000005gDPG2A2","false","0.0","a1WWD000002V38s2AC","","Electrical site work/labor","","29.0","","","0.0","0.0","","0.0","","","a234W00000RiR05QAF","CLA-BD-0003077"
"a1UWD000005gDPH2A2","false","0.0","a1WWD000002V38s2AC","","Site Lighting Material","","30.0","","","0.0","0.0","","0.0","","","a234W00000RiR06QAF","CLA-BD-0003078"
"a1UWD000005gDPI2A2","false","0.0","a1WWD000002V38s2AC","","Monument sign base construction Lang to verify if applicable","","31.0","","","0.0","0.0","","0.0","","","a234W00000RiR07QAF","CLA-BD-0003079"
"a1UWD000005gDPJ2A2","false","0.0","a1WWD000002V38s2AC","","Plumbing sit work","","32.0","","","0.0","0.0","","0.0","","","a234W00000RiR08QAF","CLA-BD-0003080"
"a1UWD000005gDPK2A2","false","0.0","a1WWD000002V38s2AC","","Telephone Underground","","33.0","","","0.0","0.0","","0.0","","","a234W00000RiR09QAF","CLA-BD-0003081"
"a1UWD000005gDPL2A2","false","0.0","a1WWD000002V38s2AC","","Concrete paving","","34.0","","","0.0","0.0","","0.0","","","a234W00000RiR0AQAV","CLA-BD-0003082"
"a1UWD000005gDPM2A2","false","0.0","a1WWD000002V38s2AC","","Asphalt paving & striping","","35.0","","","0.0","0.0","","0.0","","","a234W00000RiR0BQAV","CLA-BD-0003083"
"a1UWD000005gDPN2A2","false","0.0","a1WWD000002V38s2AC","","Landscaping w/ Irrigation (Required)","","36.0","","","0.0","0.0","","0.0","","","a234W00000RiR0CQAV","CLA-BD-0003084"
"a1UWD000005gDPO2A2","false","0.0","a1WWD000002V38s2AC","","Bollard w/ Covers","","37.0","","","0.0","0.0","","0.0","","","a234W00000RiR0DQAV","CLA-BD-0003085"
"a1UWD000005gDPP2A2","false","0.0","a1WWD000002V38s2AC","","Fire Sprinkler Service","","38.0","","","0.0","0.0","","0.0","","","a234W00000RiR0EQAV","CLA-BD-0003086"
"a1UWD000005gDPQ2A2","false","0.0","a1WWD000002V38s2AC","","Erosion & Dust Control","","39.0","","","0.0","0.0","","0.0","","","a234W00000RiR0FQAV","CLA-BD-0003087"
"a1UWD000005gDPR2A2","false","0.0","a1WWD000002V38s2AC","","Fire Hydrant","","40.0","","","0.0","0.0","","0.0","","","a234W00000RiR0GQAV","CLA-BD-0003088"
"a1UWD000005gDPS2A2","false","0.0","a1WWD000002V38s2AC","","Dumpster Approach","","41.0","","","0.0","0.0","","0.0","","","a234W00000RiR0HQAV","CLA-BD-0003089"
"a1UWD000005gDPT2A2","false","0.0","a1WWD000002V38s2AC","","Wheel stops","","42.0","","","0.0","0.0","","0.0","","","a234W00000RiR0IQAV","CLA-BD-0003090"
"a1UWD000005gDPU2A2","false","0.0","a1WWD000002V38s2AC","","Preasure Washing","","43.0","","","0.0","0.0","","0.0","","","a234W00000RiR0JQAV","CLA-BD-0003091"
"a1UWD000005gDPV2A2","false","0.0","a1WWD000002V38s2AC","","Service Yard Conc/CMU","","44.0","","","0.0","0.0","","0.0","","","a234W00000RiR0KQAV","CLA-BD-0003092"
"a1UWD000005gDPW2A2","false","0.0","a1WWD000002V38s2AC","","Barricades/Signs","","45.0","","","0.0","0.0","","0.0","","","a234W00000RiR0LQAV","CLA-BD-0003093"
"a1UWD000005gDPX2A2","false","0.0","a1WWD000002V38s2AC","","Signage","","46.0","","","0.0","0.0","","0.0","","","a234W00000RiR0MQAV","CLA-BD-0003094"
"a1UWD000005gDPY2A2","false","0.0","a1WWD000002V38s2AC","","Misc.","","47.0","","","0.0","0.0","","0.0","","","a234W00000RiR0NQAV","CLA-BD-0003095"
"a1UWD000005gDPZ2A2","false","0.0","a1WWD000002V38s2AC","","Building Demolition","","48.0","","","0.0","0.0","","0.0","","","a234W00000RiR0OQAV","CLA-BD-0003096"
"a1UWD000005gDPa2AM","false","0.0","a1WWD000002V38s2AC","","Building Concrete Material","","49.0","","","0.0","0.0","","0.0","","","a234W00000RiR0PQAV","CLA-BD-0003097"
"a1UWD000005gDPb2AM","false","0.0","a1WWD000002V38s2AC","","Building Concrete Labor","","50.0","","","0.0","0.0","","0.0","","","a234W00000RiR0QQAV","CLA-BD-0003098"
"a1UWD000005gDPc2AM","false","0.0","a1WWD000002V38s2AC","","Concrete Foundation( Include building slab)","","51.0","","","0.0","0.0","","0.0","","","a234W00000RiR0RQAV","CLA-BD-0003099"
"a1UWD000005gDPd2AM","false","0.0","a1WWD000002V38s2AC","","Masonry/Building","","52.0","","","0.0","0.0","","0.0","","","a234W00000RiR0SQAV","CLA-BD-0003100"
"a1UWD000005gDPe2AM","false","0.0","a1WWD000002V38s2AC","","Structural Steel","","53.0","","","0.0","0.0","","0.0","","","a234W00000RiR0TQAV","CLA-BD-0003101"
"a1UWD000005gDPf2AM","false","0.0","a1WWD000002V38s2AC","","Finish Lumber & Doors","","54.0","","","0.0","0.0","","0.0","","","a234W00000RiR0UQAV","CLA-BD-0003102"
"a1UWD000005gDPg2AM","false","0.0","a1WWD000002V38s2AC","","Metal Doors & Frames","","55.0","","","0.0","0.0","","0.0","","","a234W00000RiR0VQAV","CLA-BD-0003103"
"a1UWD000005gDPh2AM","false","0.0","a1WWD000002V38s2AC","","Wood Doors","","56.0","","","0.0","0.0","","0.0","","","a234W00000RiR0WQAV","CLA-BD-0003104"
"a1UWD000005gDPi2AM","false","0.0","a1WWD000002V38s2AC","","Finish Hardware","","57.0","","","0.0","0.0","","0.0","","","a234W00000RiR0XQAV","CLA-BD-0003105"
"a1UWD000005gDPj2AM","false","0.0","a1WWD000002V38s2AC","","Framing Labor","","58.0","","","0.0","0.0","","0.0","","","a234W00000RiR0YQAV","CLA-BD-0003106"
"a1UWD000005gDPk2AM","false","0.0","a1WWD000002V38s2AC","","Misc.","","92.0","","","0.0","0.0","","0.0","","","a234W00000RiR0ZQAV","CLA-BD-0003107"
"a1UWD000005gDYk2AM","false","0.0","a1WWD000002V38x2AC","","Cabinets / Millwork","","88.0","","","0.0","0.0","0.0","0.0","","","a235f000000ZYljAAG","CLA-BD-0003665"
"a1UWD000005gDYl2AM","false","0.0","a1WWD000002V38x2AC","","Flooring (Rubber Floor/Silica/ Res-Tek)","","90.0","","","0.0","0.0","0.0","0.0","","","a235f000000ZYlkAAG","CLA-BD-0003666"
"a1UWD000005gDYm2AM","false","0.0","a1WWD000002V38x2AC","","Lighting Fixtures","","85.0","","","0.0","0.0","0.0","0.0","","","a235f000000ZYllAAG","CLA-BD-0003667"
"a1UWD000005gDYn2AM","false","0.0","a1WWD000002V38x2AC","","Corporate Decor Package Installation","","93.0","","","0.0","0.0","0.0","0.0","","","a235f000000ZYlmAAG","CLA-BD-0003668"
"a1UWD000005gDYo2AM","false","0.0","a1WWD000002V38x2AC","","100 ft secondary service","","84.0","","","0.0","0.0","0.0","0.0","","","a235f000000ZYlnAAG","CLA-BD-0003669"
"a1UWD000005gDYp2AM","false","0.0","a1WWD000002V38x2AC","","Fire Extinguishers","","87.0","","","0.0","0.0","0.0","0.0","","","a235f000000ZYloAAG","CLA-BD-0003670"
"a1UWD000005gDYq2AM","false","0.0","a1WWD000002V38x2AC","","Caulking","","91.0","","","0.0","0.0","0.0","0.0","","","a235f000000ZYlpAAG","CLA-BD-0003671"
"a1UWD000005gDYr2AM","false","0.0","a1WWD000002V38x2AC","","Toilet Partitions","","89.0","","","0.0","0.0","0.0","0.0","","","a235f000000ZYlqAAG","CLA-BD-0003672"
"a1UWD000005gDYs2AM","false","0.0","a1WWD000002V38x2AC","","Roofing","","59.0","","","0.0","0.0","0.0","0.0","","","a235f000000ZYlrAAG","CLA-BD-0003673"
"a1UWD000005gDYt2AM","false","0.0","a1WWD000002V38x2AC","","Finish Carpentry Labor","","60.0","","","0.0","0.0","0.0","0.0","","","a235f000000ZYlsAAG","CLA-BD-0003674"
"a1UWD000005gDYu2AM","false","0.0","a1WWD000002V38x2AC","","Rough Carpentry Labor","","61.0","","","0.0","0.0","0.0","0.0","","","a235f000000ZYltAAG","CLA-BD-0003675"
"a1UWD000005gDYv2AM","false","0.0","a1WWD000002V38x2AC","","Rough Carpentry Material","","62.0","","","0.0","0.0","0.0","0.0","","","a235f000000ZYluAAG","CLA-BD-0003676"
"a1UWD000005gDYw2AM","false","0.0","a1WWD000002V38x2AC","","Sheet Metal","","63.0","","","0.0","0.0","0.0","0.0","","","a235f000000ZYlvAAG","CLA-BD-0003677"
"a1UWD000005gDYx2AM","false","0.0","a1WWD000002V38x2AC","","Insulation","","64.0","","","0.0","0.0","0.0","0.0","","","a235f000000ZYlwAAG","CLA-BD-0003678"
"a1UWD000005gDYy2AM","false","0.0","a1WWD000002V38x2AC","","Glass & Glazing","","65.0","","","0.0","0.0","0.0","0.0","","","a235f000000ZYlxAAG","CLA-BD-0003679"
"a1UWD000005gDYz2AM","false","0.0","a1WWD000002V38x2AC","","Drywall & Metal Studs","","66.0","","","0.0","0.0","0.0","0.0","","","a235f000000ZYlyAAG","CLA-BD-0003680"
"a1UWD000005gDZ02AM","false","0.0","a1WWD000002V38x2AC","","Acoustic Tile","","67.0","","","0.0","0.0","0.0","0.0","","","a235f000000ZYlzAAG","CLA-BD-0003681"
"a1UWD000005gDZ12AM","false","0.0","a1WWD000002V38x2AC","","Painting","","68.0","","","0.0","0.0","0.0","0.0","","","a235f000000ZYm0AAG","CLA-BD-0003682"
"a1UWD000005gDZ22AM","false","0.0","a1WWD000002V38x2AC","","Ceramic tile","","69.0","","","0.0","0.0","0.0","0.0","","","a235f000000ZYm1AAG","CLA-BD-0003683"
"a1UWD000005gDZ32AM","false","0.0","a1WWD000002V38x2AC","","EIFS / Lath & Plaster","","70.0","","","0.0","0.0","0.0","0.0","","","a235f000000ZYm2AAG","CLA-BD-0003684"
"a1UWD000005gDZ42AM","false","0.0","a1WWD000002V38x2AC","","Misc. S.S.","","71.0","","","0.0","0.0","0.0","0.0","","","a235f000000ZYm3AAG","CLA-BD-0003685"
"a1UWD000005gDZ52AM","false","0.0","a1WWD000002V38x2AC","","Toilet accessories","","72.0","","","0.0","0.0","0.0","0.0","","","a235f000000ZYm4AAG","CLA-BD-0003686"
"a1UWD000005gDZ62AM","false","0.0","a1WWD000002V38x2AC","","GC Installed Items","","73.0","","","0.0","0.0","0.0","0.0","","","a235f000000ZYm5AAG","CLA-BD-0003687"
"a1UWD000005gDZ72AM","false","0.0","a1WWD000002V38x2AC","","H.V.A.C. System","","74.0","","","0.0","0.0","0.0","0.0","","","a235f000000ZYm6AAG","CLA-BD-0003688"
"a1UWD000005gDZ82AM","false","0.0","a1WWD000002V38x2AC","","TABC - Air Balance (Required)","","75.0","","","0.0","0.0","0.0","0.0","","","a235f000000ZYm7AAG","CLA-BD-0003689"
"a1UWD000005gDZ92AM","false","0.0","a1WWD000002V38x2AC","","Plumbing","","76.0","","","0.0","0.0","0.0","0.0","","","a235f000000ZYm8AAG","CLA-BD-0003690"
"a1UWD000005gDZA2A2","false","0.0","a1WWD000002V38x2AC","","Fire Sprinkler (if required)","","77.0","","","0.0","0.0","0.0","0.0","","","a235f000000ZYm9AAG","CLA-BD-0003691"
"a1UWD000005gDZB2A2","false","0.0","a1WWD000002V38x2AC","","Metal Fab","","78.0","","","0.0","0.0","0.0","0.0","","","a235f000000ZYmAAAW","CLA-BD-0003692"
"a1UWD000005gDZC2A2","false","0.0","a1WWD000002V38x2AC","","Cedar brackets","","79.0","","","0.0","0.0","0.0","0.0","","","a235f000000ZYmBAAW","CLA-BD-0003693"
"a1UWD000005gDZD2A2","false","0.0","a1WWD000002V38x2AC","","Termite Treat","","80.0","","","0.0","0.0","0.0","0.0","","","a235f000000ZYmCAAW","CLA-BD-0003694"
"a1UWD000005gDZE2A2","false","0.0","a1WWD000002V38x2AC","","Electrical Labor","","81.0","","","0.0","0.0","0.0","0.0","","","a235f000000ZYmDAAW","CLA-BD-0003695"
"a1UWD000005gDZF2A2","false","0.0","a1WWD000002V38x2AC","","Electrical Material","","82.0","","","0.0","0.0","0.0","0.0","","","a235f000000ZYmEAAW","CLA-BD-0003696"
"a1UWD000005gDZG2A2","false","0.0","a1WWD000002V38x2AC","","Power Management System","","83.0","","","0.0","0.0","0.0","0.0","","","a235f000000ZYmFAAW","CLA-BD-0003697"
"a1UWD000005gDZH2A2","false","0.0","a1WWD000002V38x2AC","","F.R.P. and marlite","","86.0","","","0.0","0.0","0.0","0.0","","","a235f000000ZYmGAAW","CLA-BD-0003698"
"a1UWD000005gDZI2A2","false","0.0","a1WWD000002V38x2AC","","Gas to Property Line","","1.0","","","0.0","0.0","0.0","0.0","","","a235f000000ZYmHAAW","CLA-BD-0003699"
"a1UWD000005gDZJ2A2","false","0.0","a1WWD000002V38x2AC","","Water to Property line","","2.0","","","0.0","0.0","0.0","0.0","","","a235f000000ZYmIAAW","CLA-BD-0003700"
"a1UWD000005gDZK2A2","false","0.0","a1WWD000002V38x2AC","","Sewer to Property Line","","3.0","","","0.0","0.0","0.0","0.0","","","a235f000000ZYmJAAW","CLA-BD-0003701"
"a1UWD000005gDZL2A2","false","0.0","a1WWD000002V38x2AC","","New electric service","","4.0","","","0.0","0.0","0.0","0.0","","","a235f000000ZYmKAAW","CLA-BD-0003702"
"a1UWD000005gDZM2A2","false","0.0","a1WWD000002V38x2AC","","Power pole - new or relocate","","5.0","","","0.0","0.0","0.0","0.0","","","a235f000000ZYmLAAW","CLA-BD-0003703"
"a1UWD000005gDZN2A2","false","0.0","a1WWD000002V38x2AC","","Street light - new or relocate","","6.0","","","0.0","0.0","0.0","0.0","","","a235f000000ZYmMAAW","CLA-BD-0003704"
"a1UWD000005gDZO2A2","false","0.0","a1WWD000002V38x2AC","","Telephone Pole","","7.0","","","0.0","0.0","0.0","0.0","","","a235f000000ZYmNAAW","CLA-BD-0003705"
"a1UWD000005gDZP2A2","false","0.0","a1WWD000002V38x2AC","","Off site fire hydrant","","8.0","","","0.0","0.0","0.0","0.0","","","a235f000000ZYmOAAW","CLA-BD-0003706"
"a1UWD000005gDZQ2A2","false","0.0","a1WWD000002V38x2AC","","Traffic signals - new or relocate","","9.0","","","0.0","0.0","0.0","0.0","","","a235f000000ZYmPAAW","CLA-BD-0003707"
"a1UWD000005gDZR2A2","false","0.0","a1WWD000002V38x2AC","","Offsite Demolition","","10.0","","","0.0","0.0","0.0","0.0","","","a235f000000ZYmQAAW","CLA-BD-0003708"
"a1UWD000005gDZS2A2","false","0.0","a1WWD000002V38x2AC","","New Curb & Gutter","","11.0","","","0.0","0.0","0.0","0.0","","","a235f000000ZYmRAAW","CLA-BD-0003709"
"a1UWD000005gDZT2A2","false","0.0","a1WWD000002V38x2AC","","New sidewalk","","12.0","","","0.0","0.0","0.0","0.0","","","a235f000000ZYmSAAW","CLA-BD-0003710"
"a1UWD000005gDZU2A2","false","0.0","a1WWD000002V38x2AC","","New approaches","","13.0","","","0.0","0.0","0.0","0.0","","","a235f000000ZYmTAAW","CLA-BD-0003711"
"a1UWD000005gDZV2A2","false","0.0","a1WWD000002V38x2AC","","Street paving and markings","","14.0","","","0.0","0.0","0.0","0.0","","","a235f000000ZYmUAAW","CLA-BD-0003712"
"a1UWD000005gDZW2A2","false","0.0","a1WWD000002V38x2AC","","Temp sidewalk","","15.0","","","0.0","0.0","0.0","0.0","","","a235f000000ZYmVAAW","CLA-BD-0003713"
"a1UWD000005gDZX2A2","false","0.0","a1WWD000002V38x2AC","","Storm Drain","","16.0","","","0.0","0.0","0.0","0.0","","","a235f000000ZYmWAAW","CLA-BD-0003714"
"a1UWD000005gDZY2A2","false","0.0","a1WWD000002V38x2AC","","Relocate Transformer","","17.0","","","0.0","0.0","0.0","0.0","","","a235f000000ZYmXAAW","CLA-BD-0003715"
"a1UWD000005gDZZ2A2","false","0.0","a1WWD000002V38x2AC","","Survey","","18.0","","","0.0","0.0","0.0","0.0","","","a235f000000ZYmYAAW","CLA-BD-0003716"
"a1UWD000005gDZa2AM","false","0.0","a1WWD000002V38x2AC","","Soils","","20.0","","","0.0","0.0","0.0","0.0","","","a235f000000ZYmZAAW","CLA-BD-0003717"
"a1UWD000005gDZb2AM","false","0.0","a1WWD000002V38x2AC","","Landscaping w/ Irrigation (Required)","","36.0","","","0.0","0.0","0.0","0.0","","","a235f000000ZYmaAAG","CLA-BD-0003718"
"a1UWD000005gDZc2AM","false","0.0","a1WWD000002V38x2AC","","Bollard w/ Covers","","37.0","","","0.0","0.0","0.0","0.0","","","a235f000000ZYmbAAG","CLA-BD-0003719"
"a1UWD000005gDZd2AM","false","0.0","a1WWD000002V38x2AC","","Fire Sprinkler Service","","38.0","","","0.0","0.0","0.0","0.0","","","a235f000000ZYmcAAG","CLA-BD-0003720"
"a1UWD000005gDZe2AM","false","0.0","a1WWD000002V38x2AC","","Erosion & Dust Control","","39.0","","","0.0","0.0","0.0","0.0","","","a235f000000ZYmdAAG","CLA-BD-0003721"
"a1UWD000005gDZf2AM","false","0.0","a1WWD000002V38x2AC","","Fire Hydrant","","40.0","","","0.0","0.0","0.0","0.0","","","a235f000000ZYmeAAG","CLA-BD-0003722"
"a1UWD000005gDZg2AM","false","0.0","a1WWD000002V38x2AC","","Dumpster Approach","","41.0","","","0.0","0.0","0.0","0.0","","","a235f000000ZYmfAAG","CLA-BD-0003723"
"a1UWD000005gDZh2AM","false","0.0","a1WWD000002V38x2AC","","Wheel stops","","42.0","","","0.0","0.0","0.0","0.0","","","a235f000000ZYmgAAG","CLA-BD-0003724"
"a1UWD000005gDZi2AM","false","0.0","a1WWD000002V38x2AC","","Preasure Washing","","43.0","","","0.0","0.0","0.0","0.0","","","a235f000000ZYmhAAG","CLA-BD-0003725"
"a1UWD000005gDZj2AM","false","0.0","a1WWD000002V38x2AC","","Service Yard Conc/CMU","","44.0","","","0.0","0.0","0.0","0.0","","","a235f000000ZYmiAAG","CLA-BD-0003726"
"a1UWD000005gDZk2AM","false","0.0","a1WWD000002V38x2AC","","Barricades/Signs","","45.0","","","0.0","0.0","0.0","0.0","","","a235f000000ZYmjAAG","CLA-BD-0003727"
"a1UWD000005gDZl2AM","false","0.0","a1WWD000002V38x2AC","","Signage","","46.0","","","0.0","0.0","0.0","0.0","","","a235f000000ZYmkAAG","CLA-BD-0003728"
"a1UWD000005gDZm2AM","false","0.0","a1WWD000002V38x2AC","","Misc.","","47.0","","","0.0","0.0","0.0","0.0","","","a235f000000ZYmlAAG","CLA-BD-0003729"
"a1UWD000005gDZn2AM","false","0.0","a1WWD000002V38x2AC","","Building Demolition","","48.0","","","0.0","0.0","0.0","0.0","","","a235f000000ZYmmAAG","CLA-BD-0003730"
"a1UWD000005gDZo2AM","false","0.0","a1WWD000002V38x2AC","","Building Concrete Material","","49.0","","","0.0","0.0","0.0","0.0","","","a235f000000ZYmnAAG","CLA-BD-0003731"
"a1UWD000005gDZp2AM","false","0.0","a1WWD000002V38x2AC","","Building Concrete Labor","","50.0","","","0.0","0.0","0.0","0.0","","","a235f000000ZYmoAAG","CLA-BD-0003732"
"a1UWD000005gDZq2AM","false","0.0","a1WWD000002V38x2AC","","Concrete Foundation( Include building slab)","","51.0","","","0.0","0.0","0.0","0.0","","","a235f000000ZYmpAAG","CLA-BD-0003733"
"a1UWD000005gDZr2AM","false","0.0","a1WWD000002V38x2AC","","Masonry/Building","","52.0","","","0.0","0.0","0.0","0.0","","","a235f000000ZYmqAAG","CLA-BD-0003734"
"a1UWD000005gDZs2AM","false","0.0","a1WWD000002V38x2AC","","Structural Steel","","53.0","","","0.0","0.0","0.0","0.0","","","a235f000000ZYmrAAG","CLA-BD-0003735"
"a1UWD000005gDZt2AM","false","0.0","a1WWD000002V38x2AC","","Finish Lumber & Doors","","54.0","","","0.0","0.0","0.0","0.0","","","a235f000000ZYmsAAG","CLA-BD-0003736"
"a1UWD000005gDZu2AM","false","0.0","a1WWD000002V38x2AC","","Metal Doors & Frames","","55.0","","","0.0","0.0","0.0","0.0","","","a235f000000ZYmtAAG","CLA-BD-0003737"
"a1UWD000005gDZv2AM","false","0.0","a1WWD000002V38x2AC","","Wood Doors","","56.0","","","0.0","0.0","0.0","0.0","","","a235f000000ZYmuAAG","CLA-BD-0003738"
"a1UWD000005gDZw2AM","false","0.0","a1WWD000002V38x2AC","","Finish Hardware","","57.0","","","0.0","0.0","0.0","0.0","","","a235f000000ZYmvAAG","CLA-BD-0003739"
"a1UWD000005gDZx2AM","false","0.0","a1WWD000002V38x2AC","","Framing Labor","","58.0","","","0.0","0.0","0.0","0.0","","","a235f000000ZYmwAAG","CLA-BD-0003740"
"a1UWD000005gDZy2AM","false","0.0","a1WWD000002V38x2AC","","Misc.","","92.0","","","0.0","0.0","0.0","0.0","","","a235f000000ZYmxAAG","CLA-BD-0003741"
"a1UWD000005gDZz2AM","false","0.0","a1WWD000002V38x2AC","","Grade fill / cut","","21.0","","","0.0","0.0","0.0","0.0","","","a235f000000ZYmyAAG","CLA-BD-0003742"
"a1UWD000005gDa02AE","false","0.0","a1WWD000002V38x2AC","","Site Demolition","","22.0","","","0.0","0.0","0.0","0.0","","","a235f000000ZYmzAAG","CLA-BD-0003743"
"a1UWD000005gDa12AE","false","0.0","a1WWD000002V38x2AC","","Retaining wall","","23.0","","","0.0","0.0","0.0","0.0","","","a235f000000ZYn0AAG","CLA-BD-0003744"
"a1UWD000005gDa22AE","false","0.0","a1WWD000002V38x2AC","","Trash Enclosure","","24.0","","","0.0","0.0","0.0","0.0","","","a235f000000ZYn1AAG","CLA-BD-0003745"
"a1UWD000005gDa32AE","false","0.0","a1WWD000002V38x2AC","","Concrete slabs/curbs (do not include in building slab)","","25.0","","","0.0","0.0","0.0","0.0","","","a235f000000ZYn2AAG","CLA-BD-0003746"
"a1UWD000005gDa42AE","false","0.0","a1WWD000002V38x2AC","","Storm Drain","","26.0","","","0.0","0.0","0.0","0.0","","","a235f000000ZYn3AAG","CLA-BD-0003747"
"a1UWD000005gDa52AE","false","0.0","a1WWD000002V38x2AC","","Concrete Sidewalks","","27.0","","","0.0","0.0","0.0","0.0","","","a235f000000ZYn4AAG","CLA-BD-0003748"
"a1UWD000005gDa62AE","false","0.0","a1WWD000002V38x2AC","","Concrete light bases","","28.0","","","0.0","0.0","0.0","0.0","","","a235f000000ZYn5AAG","CLA-BD-0003749"
"a1UWD000005gDa72AE","false","0.0","a1WWD000002V38x2AC","","Electrical site work/labor","","29.0","","","0.0","0.0","0.0","0.0","","","a235f000000ZYn6AAG","CLA-BD-0003750"
"a1UWD000005gDa82AE","false","0.0","a1WWD000002V38x2AC","","Site Lighting Material","","30.0","","","0.0","0.0","0.0","0.0","","","a235f000000ZYn7AAG","CLA-BD-0003751"
"a1UWD000005gDa92AE","false","0.0","a1WWD000002V38x2AC","","Monument sign base construction Lang to verify if applicable","","31.0","","","0.0","0.0","0.0","0.0","","","a235f000000ZYn8AAG","CLA-BD-0003752"
"a1UWD000005gDaA2AU","false","0.0","a1WWD000002V38x2AC","","Plumbing sit work","","32.0","","","0.0","0.0","0.0","0.0","","","a235f000000ZYn9AAG","CLA-BD-0003753"
"a1UWD000005gDaB2AU","false","0.0","a1WWD000002V38x2AC","","Telephone Underground","","33.0","","","0.0","0.0","0.0","0.0","","","a235f000000ZYnAAAW","CLA-BD-0003754"
