"Id","IsDeleted","Name","OwnerId","nFORCE__App__c","nFORCE__Body_Type__c","nFORCE__Body__c","nFORCE__Description__c","nFORCE__Group__c","nFORCE__Icon_Class__c","nFORCE__Is_Hidden__c","nFORCE__Navigation__c","nFORCE__Order__c","nFORCE__Parameters__c","nFORCE__Parent_App__c","nFORCE__Screen__c","nFORCE__Sub_Navigation__c","nFORCE__Taxonomy_Id__c","nFORCE__Toolbar__c","nFORCE__Topbar__c","nFORCE__lookupKey__c"
"a0mWD000003RDhjYAG","false","TDR","005al00000RVcKvAAL","post-tdr-lob-pwc","","nforce__ncdatagrid","","","","false","nforce__navigation","","","","a0sWD00000Xo7gHYAR","nforce__sub_navigation","","","nforce__topbar","a2E750000004ELqEAM"
"a0mWD000003RDhkYAG","false","Assign Team","005al00000RVcKvAAL","pp-sn-assign-team-lob-pwc","","nforce__ncdatagrid","","","","false","nforce__navigation","","","","a0sWD00000Xo7gIYAR","nforce__sub_navigation","","","nforce__topbar","a2E750000004Eh9EAE"
"a0mWD000003RDhlYAG","false","PDF Documents","005al00000RVcKvAAL","sba-document-generate-lob-pwc","","llc_bi__docusignreview","","","n-icon-offer","false","nforce__navigation","","","","","nforce__sub_navigation","","","nforce__topbar","a2E750000004EwYEAU"
"a0mWD000003RDhmYAG","false","Status","005al00000RVcKvAAL","lob-document-generate-status-lob-pwc","","llc_bi__docusignreview","","","n-icon-offer","false","nforce__navigation","","","","","nforce__sub_navigation","","","nforce__topbar","a2E750000004EwdEAE"
"a0mWD000003RDhnYAG","false","Generate","005al00000RVcKvAAL","sba-document-generate-1-lob-pwc","","llc_bi__docusigngenerate","","","n-icon-offer","false","nforce__navigation","","","","","nforce__sub_navigation","","","nforce__topbar","a2E750000004EwnEAE"
"a0mWD000003RDhoYAG","false","Return","005al00000RVcKvAAL","sba-document-generate-return-lob-pwc","","llc_bi__docusignreturn","","","n-icon-offer","false","nforce__navigation","","","","","nforce__sub_navigation","","","nforce__topbar","a2E750000004EwxEAE"
"a0mWD000003RDqhYAG","false","SBA 10-Tab Cover Sheet","005al00000RVcKvAAL","sba-form-10-lob-pwc","","nforce__ncdatagrid","","","","false","nforce__navigation","","","","a0sWD00000Xo7gKYAR","nforce__sub_navigation","","","nforce__topbar","a2E750000004FDaEAM"
"a0mWD000003RDqiYAG","false","SBA 10-Tab Cover Sheet","005al00000RVcKvAAL","sba-form-10-post-lob-pwc","","nforce__ncdatagrid","","","","false","nforce__navigation","","","","a0sWD00000Xo7gLYAR","nforce__sub_navigation","","","nforce__topbar","a2E750000004FDkEAM"
"a0mWD000003RDqjYAG","false","Loan Application","005al00000RVcKvAAL","loan-application-m-lob-pwc","","nforce__ncdatagrid","","","n-icon-loan","false","nforce__navigation","","","","a0sWD00000Xo7gMYAR","nforce__sub_navigation","","","nforce__topbar","a2E750000004FHIEA2"
"a0mWD000003RDqkYAG","false","Unavailable Credit","005al00000RVcKvAAL","unavailable-credit-m-lob-pwc","","nforce__korelatedlistchild","","","n-icon-loan","false","nforce__navigation","","","","a0sWD00000Xo7gNYAR","nforce__sub_navigation","","","nforce__topbar","a2E750000004FIkEAM"
"a0mWD000003RDhpYAG","false","Loan Application","005al00000RVcKvAAL","loan-post-loan-application-lob-pwc","","nforce__ncdatagrid","","","n-icon-loan","false","nforce__navigation","","","","a0sWD00000Xo7gMYAR","nforce__sub_navigation","","","nforce__topbar","a2E750000004FIpEAM"
"a0mWD000003RDhqYAG","false","Unavailable Credit","005al00000RVcKvAAL","lob-loan-post-unavailable-credit","","nforce__korelatedlistchild","","","n-icon-loan","false","nforce__navigation","","","","a0sWD00000Xo7gOYAR","nforce__sub_navigation","","","nforce__topbar","a2E750000004FIuEAM"
"a0mWD000003RDhrYAG","false","SBA Application","005al00000RVcKvAAL","sba-application-pre-lob-pwc","","nforce__ncdatagrid","","","n-icon-loan","false","nforce__navigation","","","","","nforce__sub_navigation","","","nforce__topbar","a2E750000004HE0EAM"
"a0mWD000003RDhsYAG","false","SBA Application","005al00000RVcKvAAL","sba-application-post-lob-pwc","","nforce__ncdatagrid","","","n-icon-loan","false","nforce__navigation","","","","","nforce__sub_navigation","","","nforce__topbar","a2E750000004HE5EAM"
"a0mWD000003RDqlYAG","false","Post Approval","005al00000RVcKvAAL","post-approval1-lob-pwc","","nforce__ncdatagrid","","","","false","nforce__navigation","","","","","nforce__sub_navigation","","","nforce__topbar","a2E750000004HNjEAM"
"a0mWD000003RDhtYAG","false","Due Diligence","005al00000RVcKvAAL","post-appr-due-diligence-lob-pwc","","nforce__ncdatagrid","","","","false","nforce__navigation","","","","a0sWD00000Xo7gPYAR","nforce__sub_navigation","","","nforce__topbar","a2E750000004HNoEAM"
"a0mWD000003RDhuYAG","false","Post Approval","005al00000RVcKvAAL","post-approval-booked-lob-pwc","","nforce__ncdatagrid","","","","false","nforce__navigation","","","","","nforce__sub_navigation","","","nforce__topbar","a2E750000004HP6EAM"
"a0mWD000003RDqmYAG","false","Due Diligence","005al00000RVcKvAAL","booked-due-diligence-lob-pwc","","nforce__ncdatagrid","","","","false","nforce__navigation","","","","a0sWD00000Xo7grYAB","nforce__sub_navigation","","","nforce__topbar","a2E750000004HPaEAM"
"a0mWD000003RDhvYAG","false","Approvals","005al00000RVcKvAAL","pp-approvals-lob-pwc","","nforce__ncdatagrid","","","","false","nforce__navigation","","","","a0sWD00000Xo7gQYAR","nforce__sub_navigation","","","nforce__topbar","a2E750000004Hg5EAE"
"a0mWD000003RDhwYAG","false","PDF Documents","005al00000RVcKvAAL","sba-document-generate-post-lob-pwc","","llc_bi__docusignreview","","","n-icon-offer","false","nforce__navigation","","","","","nforce__sub_navigation","","","nforce__topbar","a2E750000004HiGEAU"
"a0mWD000003RDhxYAG","false","Generate","005al00000RVcKvAAL","sba-document-generate-post-1-lob-pwc","","llc_bi__docusigngenerate","","","n-icon-offer","false","nforce__navigation","","","","","nforce__sub_navigation","","","nforce__topbar","a2E750000004HiLEAU"
"a0mWD000003RDhyYAG","false","Status","005al00000RVcKvAAL","document-generate-status-post-lob-pwc","","llc_bi__docusignreview","","","n-icon-offer","false","nforce__navigation","","","","","nforce__sub_navigation","","","nforce__topbar","a2E750000004HiMEAU"
"a0mWD000003RDhzYAG","false","Manage Fees","005al00000RVcKvAAL","loan-manage-fees-m-booked-lob-pwc","","nforce__korelatedlist","","","","false","nforce__navigation","","","","","nforce__sub_navigation","","","nforce__topbar","a2E750000004HkWEAU"
"a0mWD000003RDi0YAG","false","Manage Fees","005al00000RVcKvAAL","sba-manage-fees-booked-lob-pwc","","llc_bi__manageloanfees","","","","false","nforce__navigation","","","","a0sWD00000Xo7fqYAB","nforce__sub_navigation","","","nforce__topbar","a2E750000004HkbEAE"
"a0mWD000003RDi1YAG","false","Ongoing Fees","005al00000RVcKvAAL","ongoing-fee-booked-lob-pwc","","nforce__korelatedlist","","","","false","nforce__navigation","","","","a0sWD00000Xo7gRYAR","nforce__sub_navigation","","","nforce__topbar","a2E750000004HkgEAE"
"a0mWD000003RDqnYAG","false","Pricing Estimates","005al00000RVcKvAAL","pricingest-post-lob-pwc","","c__PricingEstimatesOut","","","","false","nforce__navigation","","","","a0sWD00000Xo7gUYAR","nforce__sub_navigation","","","nforce__topbar","a2E750000004Ho4EAE"
"a0mWD000003RDi2YAG","false","Supplementary Details","005al00000RVcKvAAL","loan-post-supplementary-details-lob-pwc","","nforce__ncdatagrid","","","n-icon-loan","false","nforce__navigation","","","","a0sWD00000Xo7gVYAR","nforce__sub_navigation","","","nforce__topbar","a2E750000004Ho9EAE"
"a0mWD000003RDqoYAG","false","Seller/Partner Debt","005al00000RVcKvAAL","seller-debt-m-post-lob-pwc","","nforce__ncrelatedlist","","","n-icon-loan","false","nforce__navigation","","readonly=true","","a0sWD00000Xo7gWYAR","nforce__sub_navigation","","","nforce__topbar","a2E750000004HoEEAU"
"a0mWD000003RDi3YAG","false","Industry Specific Information","005al00000RVcKvAAL","loan-industry-specific-information-lob-pwc","","nforce__ncdatagrid","","","","false","nforce__navigation","","","","a0sWD00000Xo7gXYAR","nforce__sub_navigation","","","nforce__topbar","a2E750000004HoJEAU"
"a0mWD000003RDqpYAG","false","Final Collateral Review","005al00000RVcKvAAL","loan-fcr-lob-pwc","","nforce__ncdatagrid","","","","false","nforce__navigation","","","","a0sWD00000Xo7gbYAB","nforce__sub_navigation","","","nforce__topbar","a2E750000004HpKEAU"
"a0mWD000003RDi4YAG","false","Pricing","005al00000RVcKvAAL","loan-pricing-post-lob-pwc","","nforce__ncdatagrid","","","n-icon-loan","false","nforce__navigation","","","","","nforce__sub_navigation","","","nforce__topbar","a2E750000004HtPEAU"
"a0mWD000003RDi5YAG","false","Pricing Options","005al00000RVcKvAAL","pricing-options-post-lob-pwc","","nforce__korelatedlist","","","","false","nforce__navigation","","","","a0sWD00000Xo7gdYAB","nforce__sub_navigation","","","nforce__topbar","a2E750000004HtUEAU"
"a0mWD000003RDi6YAG","false","Pricing Model","005al00000RVcKvAAL","loan-pricing-model-post-lob-pwc","","nforce__ncdatagrid","","","","false","nforce__navigation","","","","a0sWD00000Xo7ghYAB","nforce__sub_navigation","","","nforce__topbar","a2E750000004HteEAE"
"a0mWD000003RDi7YAG","false","Closing Review","005al00000RVcKvAAL","post-appr-closing-review-lob-pwc","","nforce__ncdatagrid","","","","false","nforce__navigation","","","","a0sWD00000Xo7giYAB","nforce__sub_navigation","","","nforce__topbar","a2E750000004HvQEAU"
"a0mWD000003RDi8YAG","false","Risk Rating Summary","005al00000RVcKvAAL","lob-loan-post-risk-ratingsummary-lob-pwc","","nforce__ncdatagrid","","","n-icon-risk_grading","false","nforce__navigation","","","","a0sWD00000Xo7gjYAB","nforce__sub_navigation","","","nforce__topbar","a2E750000004HvaEAE"
"a0mWD000003RDi9YAG","false","Post Approval Test Dont Remove","005al00000RVcKvAAL","post-approval-lob-pwc","","nforce__ncdatagrid","","","n-icon-loan","false","nforce__navigation","","","","","nforce__sub_navigation","","","nforce__topbar","a2E750000004IDtEAM"
"a0mWD000003RDqqYAG","false","Due Diligence Test","005al00000RVcKvAAL","post-approval-due-diligence-test-lob-pwc","","nforce__ncdatagrid","","","n-icon-loan","false","nforce__navigation","","","","a0sWD00000Xo7gkYAB","nforce__sub_navigation","","","nforce__topbar","a2E750000004IDyEAM"
"a0mWD000003RDiAYAW","false","Other Loan Information","005al00000RVcKvAAL","post-appr-info-lob-pwc","","nforce__ncdatagrid","","","","false","nforce__navigation","","","","a0sWD00000Xo7glYAB","nforce__sub_navigation","","","nforce__topbar","a2E750000004IEWEA2"
"a0mWD000003RDiBYAW","false","Risk Rating review","005al00000RVcKvAAL","master-relationship-risk-rating-review","","nforce__ncrelatedlist","","","","false","nforce__inline_navigation","","readonly=true","","","nforce__sub_navigation","","","nforce__blank","a2E750000004If0EAE"
"a0mWD000003RDiCYAW","false","Covenants","005al00000RVcKvAAL","loan-post-covenants-edit-lob-pwc","","llc_bi__loancovenantrelatedlist","","","n-icon-covenant","false","nforce__navigation","","","","","nforce__sub_navigation","","","nforce__topbar","a2E750000004IfPEAU"
"a0mWD000003RDiDYAW","false","Covenants","005al00000RVcKvAAL","loan-post-covenants-edit1-lob-pwc","","llc_bi__loancovenantrelatedlist","","","n-icon-covenant","false","nforce__navigation","","","","","nforce__sub_navigation","","","nforce__topbar","a2E750000004IfUEAU"
"a0mWD000003RDiEYAW","false","Policy Exceptions","005al00000RVcKvAAL","policy-exception-edit-lob-pwc","","llc_bi__policyexceptions","","","n-icon-exception","false","nforce__navigation","","","","","nforce__sub_navigation","","","nforce__topbar","a2E750000004IfZEAU"
"a0mWD000003RDiFYAW","false","Doc Prep Summary","005al00000RVcKvAAL","post-appr-doc-prep-summary-lob-pwc","","nforce__ncdatagrid","","","","false","nforce__navigation","","","","a0sWD00000Xo7gnYAB","nforce__sub_navigation","","","nforce__topbar","a2E750000004J6mEAE"
"a0mWD000003RDiGYAW","false","Loan Information","005al00000RVcKvAAL","booked-loan-information-lob-pwc","","nforce__ncdatagrid","","","n-icon-loan","false","nforce__navigation","","","","a0sWD00000Xo7goYAB","nforce__sub_navigation","","","nforce__topbar","a2E750000004JlTEAU"
"a0mWD000003RDiHYAW","false","Seller/Partner Debt","005al00000RVcKvAAL","seller-debt-m-booked-lob-pwc","","nforce__ncrelatedlist","","","n-icon-loan","false","nforce__navigation","","readonly=true","","a0sWD00000Xo7gWYAR","nforce__sub_navigation","","","nforce__topbar","a2E750000004JmtEAE"
"a0mWD000003RDiIYAW","false","SAG","005al00000RVcKvAAL","saginfo-loan-lob-pwc","","nforce__ncdatagrid","","","","false","nforce__navigation","","","","a0sWD00000Xo7gqYAB","nforce__sub_navigation","","","nforce__topbar","a2E750000004JnXEAU"
"a0mWD000003RDiJYAW","false","Closing Review","005al00000RVcKvAAL","booked-appr-closing-review-lob-pwc","","nforce__ncdatagrid","","","","false","nforce__navigation","","","","a0sWD00000Xo7gsYAB","nforce__sub_navigation","","","nforce__topbar","a2E750000004JnYEAU"
"a0mWD000003RDqrYAG","false","Other Loan Information","005al00000RVcKvAAL","booked-post-appr-info-lob-pwc","","nforce__ncdatagrid","","","","false","nforce__navigation","","","","a0sWD00000Xo7gtYAB","nforce__sub_navigation","","","nforce__topbar","a2E750000004JnhEAE"
"a0mWD000003RDiKYAW","false","Doc Prep Summary","005al00000RVcKvAAL","booked-appr-doc-prep-summary-lob-pwc","","nforce__ncdatagrid","","","","false","nforce__navigation","","","","a0sWD00000Xo7guYAB","nforce__sub_navigation","","","nforce__topbar","a2E750000004JoCEAU"
"a0mWD000003RDqsYAG","false","Pricing","005al00000RVcKvAAL","loan-pricing-booked-lob-pwc","","nforce__ncdatagrid","","","n-icon-loan","false","nforce__navigation","","","","","nforce__sub_navigation","","","nforce__topbar","a2E750000004JoQEAU"
"a0mWD000003RDiLYAW","false","Pricing","005al00000RVcKvAAL","loan-booked-pricing2-lob-pwc","","nforce__ncdatagrid","","","n-icon-loan","false","nforce__navigation","","","","a0sWD00000Xo7geYAB","nforce__sub_navigation","","","nforce__topbar","a2E750000004JoVEAU"
"a0mWD000003RDiMYAW","false","Pricing Options","005al00000RVcKvAAL","pricing-options-booked-lob-pwc","","nforce__korelatedlist","","","","false","nforce__navigation","","","","a0sWD00000Xo7gdYAB","nforce__sub_navigation","","","nforce__topbar","a2E750000004JoaEAE"
"a0mWD000003RDiNYAW","false","Pricing Model","005al00000RVcKvAAL","pricing-model-booked-lob-pwc","","nforce__ncdatagrid","","","","false","nforce__navigation","","","","a0sWD00000Xo7ghYAB","nforce__sub_navigation","","","nforce__topbar","a2E750000004JofEAE"
"a0mWD000003RDqtYAG","false","Pricing Estimates","005al00000RVcKvAAL","pricingest-booked-lob-pwc","","c__PricingEstimatesOut","","","","false","nforce__navigation","","","","a0sWD00000Xo7gUYAR","nforce__sub_navigation","","","nforce__topbar","a2E750000004JosEAE"
"a0mWD000003RDquYAG","false","Rate Structure","005al00000RVcKvAAL","loan-booked-rate-structure-lob-pwc","","nforce__korelatedlist","","","n-icon-loan","false","nforce__navigation","","","","a0sWD00000Xo7gfYAB","nforce__sub_navigation","","","nforce__topbar","a2E750000004JoxEAE"
"a0mWD000003RDqvYAG","false","Payment Structure","005al00000RVcKvAAL","loan-booked-payment-struc-lob-pwc","","nforce__korelatedlist","","","n-icon-loan","false","nforce__navigation","","","","a0sWD00000Xo7ggYAB","nforce__sub_navigation","","","nforce__topbar","a2E750000004Jp2EAE"
"a0mWD000003RDqwYAG","false","Collateral","005al00000RVcKvAAL","loan-booked-collateral2-lob-pwc","","nforce__korelatedlist","","","n-icon-collateral","false","nforce__navigation","","","","a0sWD00000Xo7gaYAB","nforce__sub_navigation","","","nforce__topbar","a2E750000004JpREAU"
"a0mWD000003RDqxYAG","false","Final Collateral Review","005al00000RVcKvAAL","loan-fcr-booked-lob-pwc","","nforce__ncdatagrid","","","","false","nforce__navigation","","","","a0sWD00000Xo7gbYAB","nforce__sub_navigation","","","nforce__topbar","a2E750000004JpgEAE"
"a0mWD000003RDiOYAW","false","Change of Ownership","005al00000RVcKvAAL","change-of-ownership-booked-lob-pwc","","nforce__ncrelatedlist","","","n-icon-misc19","false","nforce__navigation","","","","a0sWD00000Xo7gvYAB","nforce__sub_navigation","","","nforce__topbar","a2E750000004JplEAE"
"a0mWD000003RDqyYAG","false","Certifications","005al00000RVcKvAAL","comp-certifications-booked-lob-pwc","","nforce__ncdatagrid","","","n-icon-hmda","false","nforce__navigation","","","","a0sWD00000Xo7iUYAR","nforce__sub_navigation","","","nforce__topbar","a2E750000004JqDEAU"
"a0mWD000003RDqzYAG","false","Conditions","005al00000RVcKvAAL","loan-booked-conditions-lob-pwc","","nforce__korelatedlist","","","","false","nforce__navigation","","","","a0sWD00000Xo7gzYAB","nforce__sub_navigation","","","nforce__topbar","a2E750000004JqIEAU"
"a0mWD000003RDiPYAW","false","Conditions","005al00000RVcKvAAL","loan-booked-conditions1-lob-pwc","","nforce__korelatedlist","","","","false","nforce__navigation","","","","a0sWD00000Xo7gzYAB","nforce__sub_navigation","","","nforce__topbar","a2E750000004JqNEAU"
"a0mWD000003RDr0YAG","false","Use of Proceeds","005al00000RVcKvAAL","use-of-proceeds-booked-lob-pwc","","nforce__korelatedlistchild","","","n-icon-entity","false","nforce__navigation","","","","a0sWD00000Xo7fWYAR","nforce__sub_navigation","","","nforce__topbar","a2E750000004JqXEAU"
"a0mWD000003RDiQYAW","false","Use of Proceeds","005al00000RVcKvAAL","use-of-proceeds1-booked-lob-pwc","","nforce__ncrelatedlist","","","n-icon-entity","false","nforce__navigation","","","","a0sWD00000Xo7fWYAR","nforce__sub_navigation","","","nforce__topbar","a2E750000004JqcEAE"
"a0mWD000003RDiRYAW","false","SBA Forms","005al00000RVcKvAAL","sba-forms-booked-lob-pwc","","nforce__ncdatagrid","","","n-icon-misc5","false","nforce__navigation","","","","","nforce__sub_navigation","","","nforce__topbar","a2E750000004JqmEAE"
"a0mWD000003RDiSYAW","false","SBA Forms","005al00000RVcKvAAL","sba-forms-booked1-lob-pwc","","nforce__ncdatagrid","","","n-icon-misc5","false","nforce__navigation","","","","a0sWD00000Xo7h0YAB","nforce__sub_navigation","","","nforce__topbar","a2E750000004JqrEAE"
"a0mWD000003RDr1YAG","false","SBA Form 159","005al00000RVcKvAAL","sba-form-159-booked-lob-pwc","","nforce__ncdatagrid","","","","false","nforce__navigation","","","","a0sWD00000Xo7h1YAB","nforce__sub_navigation","","","nforce__topbar","a2E750000004Jr4EAE"
"a0mWD000003RDiTYAW","false","SBA Form 912","005al00000RVcKvAAL","sba-account-form-912-booked-lob-pwc","","nforce__ncdatagrid","","","","false","nforce__navigation","","","","a0sWD00000Xo7h2YAB","nforce__sub_navigation","","","nforce__topbar","a2E750000004JrEEAU"
"a0mWD000003RDr2YAG","false","SBA Form 413","005al00000RVcKvAAL","sba-form-413-booked-lob-pwc","","nforce__ncdatagrid","","","","false","nforce__navigation","","","","","nforce__sub_navigation","","","nforce__topbar","a2E750000004JrJEAU"
"a0mWD000003RDr3YAG","false","SBA Form G845","005al00000RVcKvAAL","sba-form-g845-booked-lob-pwc","","nforce__ncdatagrid","","","","false","nforce__navigation","","","","a0sWD00000Xo7h3YAB","nforce__sub_navigation","","","nforce__topbar","a2E750000004JrTEAU"
